Q9J5G5	3.6.1.23
Q9NDJ2	3.6.4.12
Q5VN06	2.1.1.43
P18802	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
A0A1D8PTW6	2.3.3.10
Q73CE0	2.7.1.30
Q9FKS4	2.7.11.1
P00814	3.5.4.12
Q4D321	2.3.1.199
Q6UDG6	3.2.2.27
Q89662	3.6.1.23
Q9DRA1	2.7.7.48;3.6.4.13
Q8GS39	3.4.22.34
Q3ZK57	2.1.1.56;2.7.7.50
Q86567	3.6.1.3
P24107	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.47
O86186	1.21.4.3
Q90029	2.7.1.21
Q67704	2.7.7.48;3.6.4.13
P0DOQ4	3.6.1.15
P0C8K5	2.7.7.6
Q7Y4Y9	2.7.4.13
Q66929	2.7.7.48
O89290	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
P25242	2.7.7.48;3.4.22.44
A4GBY5	2.7.7.48
Q38S00	1.9.3.1
Q79666	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
Q85428	2.7.7.7;3.1.26.4
F2RB79	4.1.3.27
P32282	1.17.4.1
Q705G8	3.6.4.12
P89449	3.4.21.97
P50679	1.9.3.1
P07970	3.1.1.53
P50763	3.6.4.12
Q38S56	1.9.3.1
P44534	3.5.4.13
P0CK12	3.4.22.45
P03316	3.4.21.90
I3PB37	6.2.1.12
Q5UQ32	2.7.7.6
O72157	2.7.7.48
Q9FGB1	2.7.11.1
Q69BK1	1.10.2.2
Q18LE8	2.7.1.21
Q2Y0B9	1.9.3.1
G4N7X0	2.7.11.1;2.7.11.25
Q07048	2.7.7.48
Q75WB5	3.5.2.9
O57204	2.7.7.6
A0A0H3K9F2	3.1.3.48
P03697	3.1.11.3
Q96662	2.7.7.48;3.6.1.15;3.6.4.13;3.4.21.113
P22602	3.4.22.45
Q6F9B6	1.4.3.16
Q5UQD1	3.6.4.13
Q88NF3	5.1.1.8
Q91VU7	5.4.99.27
P77868	3.6.3.4
Q975F9	2.3.1.157;2.7.7.23
C6E5Z5	2.7.9.3
A5JYS0	2.3.2.15
E9PYK3	2.4.2.30
A0A8H4CUY8	2.5.1.29
Q4WHT9	1.13.11.5
Q61153	1.97.1.10
P0CK00	3.4.22.45
Q5A888	1.1.1.270
P07693	3.3.1.2
Q91QZ3	2.7.7.48;3.6.4.13
P69484	3.1.3.16;3.1.3.48
P0C984	2.7.7.7
P19618	1.6.2.4
Q27655	4.2.1.11
P0C6V1	3.4.19.12;3.4.22.69;2.7.7.48;3.6.4.12;3.6.4.13
Q67480	6.5.1.1
E7FDV5	1.22.1.1
Q76RD8	1.17.4.1
P29035	2.7.7.48
P50646	1.17.4.1
Q5UR64	2.3.1.97
P93960	2.7.7.6
G5DAC7	2.4.1.207
P50672	1.9.3.1
P29813	2.7.7.48;3.4.22.28;3.4.22.29;3.6.1.15
Q86924	2.7.7.48;3.1.3.33;3.6.1.15;3.6.4.13
Q8I4V8	5.2.1.8
Q6S6P1	2.7.7.7;3.1.26.4
P0C6U4	3.4.19.12;3.4.22.69
P31870	2.7.7.49;2.7.7.7;3.1.26.4
Q5I3B2	1.97.1.10
Q8DMC5	2.7.13.3
F8W3R9	2.7.10.1
P0DOL5	1.8.3.2
A0A8I3S724	2.7.11.1
Q80TA1	2.7.8.1
F1Q8K0	3.6.4.12
Q84177	3.4.22.39
Q6LH19	1.21.4.2;1.21.4.3;1.21.4.4
Q7VJ82	2.7.7.6
Q5YD76	3.1.4.41
Q90023	1.15.1.1
A0A096XJN4	3.2.1.1
P52446	2.7.7.49;3.1.13.2;3.1.26.13
P89462	1.17.4.1
P07918	2.7.7.7;3.1.26.4
P35956	2.7.7.49;3.1.13.2;3.1.26.13;2.7.7.7;3.6.1.23
D9J143	3.2.1.17
Q74FK1	2.7.9.3
P50972	1.21.4.2;1.21.4.3;1.21.4.4
P05896	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
Q5RFG3	1.11.1.9
P98027	1.9.3.1
P0C6V8	2.7.7.48;3.6.4.12;3.6.4.13
E9F5E9	2.5.1.29
P16506	2.7.7.48
Q5AYI6	6.3.3.3
Q5BK56	2.5.1.18
W6QIM8	2.5.1.34
Q6GZV6	2.7.11.1
W7JX98	2.7.11.1
Q9FLZ3	2.7.11.1
O13352	2.7.11.24;2.7.11.1
P08333	2.7.1.21
O32414	1.1.1.86
Q4JQU7	2.7.7.7;3.1.26.4
P03431	2.7.7.48
Q9DWR1	2.7.7.48;3.6.1.15
Q56RZ7	2.5.1.29
G3J3K0	2.4.1.34
P0C9C4	3.6.1.23
Q9IKD2	3.1.1.53
Q4R1R9	2.7.7.49;2.7.7.7;3.1.26.4
P23456	2.7.7.48
R9QMW2	4.2.3.121
P03302	2.7.7.48;3.4.22.28;3.4.22.29;3.6.1.15
P03112	3.6.4.12
F1RRW5	3.4.15.1
G7JFU5	3.5.3.1
P10234	3.6.1.23
P24446	2.7.7.49;3.1.13.2;3.1.26.13
Q57X51	2.3.1.199
Q88434	2.1.1.56;2.7.7.48
Q8HA43	3.2.1.17
P27410	2.7.7.48;3.4.22.66;3.6.1.15
Q0MQG1	1.6.5.3;1.6.99.3
Q9E6R2	3.2.2.27
B7UM74	3.6.4.12
P28884	3.2.1.18
P23049	2.7.10.1;2.7.10.2
Q0A2G8	2.7.7.48
P16071	3.2.1.18
P03472	3.2.1.18
Q70PP2	2.7.11.1
A0AMG7	2.3.1.74
Q65667	2.7.7.48;3.6.4.13
Q69025	2.7.7.7;3.1.26.4
Q9WGE0	3.4.22.50
P68761	3.1.1.53
Q9IQ46	2.7.7.48
O64768	2.7.11.1
I6YDK7	6.4.1.4
Q91CL9	3.4.22.50
O47679	1.9.3.1
Q80HT9	2.7.4.9
Q8WN22	2.7.11.1
A1YES6	4.2.99.18
P0DTA8	2.7.7.19
Q0J290	1.5.3.14;1.5.3.15
P59709	3.1.1.53
Q4R1S7	2.7.7.49;2.7.7.7;3.1.26.4
P0DTA7	2.7.7.19
P49792	5.2.1.8
Q06VC2	3.6.4.13
O93661	2.1.1.249
B6HLU0	1.21.3.1
P51517	3.1.26.4;2.7.7.49;2.7.7.7;3.6.1.23
Q5UPY1	3.1.26.4
Q83034	2.7.7.48
A0A1S4A695	5.4.2.8
P0C6X8	3.4.19.12;3.4.22.69;2.7.7.48;3.6.4.12;3.6.4.13
Q5UPX0	3.6.4.12;3.6.4.13
P89469	3.6.1.23
Q04544	2.7.7.48;3.6.1.15;3.4.22.66
Q1A249	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
P0C9C5	3.6.1.23
Q595Z2	3.2.1.18
P03159	2.7.7.49;2.7.7.7;3.1.26.4
O93658	2.1.1.250
F8VPU6	3.4.19.12
P27502	2.7.7.49;3.1.26.4
Q27744	4.1.2.13
O47669	1.9.3.1
R4JGL8	4.2.3.114;4.2.3.115
A0A1W5T1Y5	2.6.1.42
P0C6X9	3.4.19.12;3.4.22.69;2.7.7.48;3.6.4.12;3.6.4.13
P24307	3.6.4.12
Q9FEQ0	2.3.1.15
P03593	2.7.7.48
P21293	2.7.1.21
A4KX71	3.6.4.13
Q6XQI4	2.7.7.48
Q67825	2.7.7.48;3.6.1.15
O10273	3.1.3.48
P52447	3.2.2.27
B5E5S4	2.4.99.17
Q58DK4	2.7.1.29;2.7.1.28;4.6.1.15
Q5UQE6	5.99.1.3
Q9YW39	3.6.1.15
P08291	2.7.7.48;3.4.22.28;3.4.22.29;3.6.1.15
P30314	2.7.7.7
P0C9A4	3.6.4.13
P0C6W0	2.7.7.48;3.6.4.12;3.6.4.13;3.4.19.12
P68563	2.7.1.21
Q8WT44	3.4.19.12
F8QQQ7	4.1.1.33
Q8FF08	3.2.2.27
P20502	3.6.4.13
P09503	1.5.1.3
P07966	3.1.1.53
Q07518	2.7.7.48;3.6.4.13
A0A7H0DN27	2.7.11.1
Q9DSN9	2.7.7.48
A0A1D8PIC7	1.3.1.70
Q196Z5	1.17.4.1
G0R6T8	3.2.1.4;3.2.1.91
O13010	2.7.1.149
W5PFI3	1.6.1.2
Q65243	3.6.1.23
P0C6V0	3.4.19.12;3.4.22.69;2.7.7.48;3.6.4.12;3.6.4.13
Q0C8M3	2.3.1.161
O64174	1.17.4.1
P13300	2.7.1.21
Q4WQR3	2.7.11.24;2.7.11.1
Q6QN12	1.97.1.10
O47668	1.9.3.1
A0A649V088	3.5.2.6
P89676	2.7.7.48;3.6.4.13
B1NKR3	2.7.7.48
E9QG68	3.4.19.12
P16604	2.7.7.48;3.4.22.28;3.4.22.29;3.6.1.15
C8YNG6	2.3.1.16
Q6SW84	3.4.19.12
P89659	2.7.7.48;3.6.4.13
P31117	3.1.21.4
Q4JQW7	3.6.1.23
A0A2J8C362	3.1.1.72
A0A0S2UWC9	2.1.1.104
Q6W8W5	2.7.7.48
Q05259	2.1.1.148
P48661	1.9.3.1
Q65399	2.7.7.48;3.4.22.44;3.4.22.45
A0A0A2JB87	4.2.3.9
O12934	2.7.7.6
Q37684	1.9.3.1
Q1X880	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
Q4WHT8	3.7.1.2
Q82DR2	2.6.1.1
Q69014	2.7.7.48;3.6.1.15;3.4.22.66
O47673	1.9.3.1
R9QMY7	4.2.3.111
P48691	4.1.1.39
A5HC98	2.7.7.48
P92225	2.7.7.6
A0A0H3C7E9	5.4.3.8
P27408	3.4.22.66;2.7.7.48;3.6.1.15
Q82707	2.1.1.56;2.7.7.48
P27409	3.4.22.66;2.7.7.48;3.6.1.15
A0A067XR63	2.4.1.207
B1PS76	2.7.7.48;3.6.4.13
P20314	3.1.21.2
P00638	3.1.11.3
Q9T1Q3	2.7.7.7
A0A1S4AUX8	4.1.1.17
Q38100	3.1.22.4
P42490	2.7.4.9
P81036	1.15.1.1
Q5I146	3.1.3.48
Q2YIQ2	1.1.5.3
P0C8G3	6.3.2.19
Q9PLT8	3.1.11.5
Q702W0	2.7.11.24;2.7.11.1
Q2YHF0	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
P06820	3.2.1.18
A0A5J6BJT3	3.2.1.4
B2BNE0	2.7.7.48
O64362	3.2.1.17
Q66431	2.7.7.48;3.4.19.12
B9VVJ6	2.7.11.1
B8XTP8	2.7.7.48;3.6.1.15;3.4.22.28
A6TU46	1.21.4.2;1.21.4.3;1.21.4.4
Q37643	1.9.3.1
B2RFS9	2.4.2.19
D3ZI76	2.3.1.15
A7X657	2.7.1.134;2.7.1.159
Q7RZT9	2.7.11.1
Q38S29	1.9.3.1
Q1CS68	2.7.7.6
Q68T42	2.7.7.48;3.4.22.28;3.4.22.29;3.6.1.15
P03586	2.7.7.48;3.6.4.13
P68088	1.9.3.1
P68294	1.9.3.1
Q8QMQ7	2.7.4.9
Q32QL6	1.11.1.12
H0ZAB5	2.4.1.41
Q4AEI0	1.11.1.9
Q8VA43	2.1.1.56;2.7.7.50
A0A169T193	2.5.1.29
P16490	2.7.7.48
Q6QN11	1.97.1.11
F2XF93	4.2.3.119
P12566	3.2.1.18
Q9C0D9	2.7.8.1
A0A7H0DN85	2.1.1.56;2.7.7.50;3.1.3.33
B6HFX8	2.5.1.29
P47482	2.7.7.18
B8NHE2	4.1.1.17
P68921	3.2.1.17
Q5NDM9	2.7.7.48
P03234	3.4.21.97
Q6XTN2	3.2.1.18
P54093	3.1.3.16;3.1.3.48
Q6DNS2	2.7.7.48
A0A1D8PH52	2.3.1.9
Q8W519	2.1.1.12
Q32890	4.1.1.39
P03366	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
I1RZ92	5.3.3.2
Q4VKV2	2.1.1.56;2.7.7.48
P0C8K2	2.7.7.6
Q50LF2	1.5.3.1
P21615	2.7.7.48
Q2HXI5	2.1.1.160
P0C6W3	3.4.19.12;3.4.22.69;2.7.7.48;3.6.4.12;3.6.4.13
P28727	2.7.7.48
O62139	1.3.3.6
Q6XV26	3.2.1.18
Q7XR88	2.7.11.1
Q38RW5	1.9.3.1
Q9Q8N6	2.7.1.21
C4RJF7	6.3.2.9
Q09HD0	3.5.2.6
Q4AEG9	1.11.1.12
P41790	2.3.1.8
P04853	3.2.1.18
Q6LWL8	1.2.99.5
V5IVB1	2.7.7.48
Q6V915	1.97.1.10
Q80RC7	2.4.1.102;2.4.1.150
Q6UEH6	1.14.18.1
Q9VP76	4.6.1.1
Q5I3B1	1.97.1.11
Q04561	2.7.7.48;3.4.19.12;3.6.4.12;3.6.4.13
P33054	2.7.7.6
P10224	1.17.4.1
Q8JU62	2.1.1.56;2.7.7.50
P07975	3.1.1.53
E6Y5X0	3.5.1.5
Q9KM72	2.7.1.69
P31615	3.1.1.53
Q9QBF1	2.7.7.49;2.7.7.7;3.1.26.4
Q6GZP5	3.1.26.3
Q9SAU2	5.1.3.1
A0AUJ5	2.7.7.48;3.4.22.44;3.4.22.45
Q8B0I0	2.1.1.56;2.7.7.48
Q81999	3.6.4.12
P68315	2.7.7.6
Q783Y1	3.2.1.18
P0C6Y3	2.7.7.48;3.6.4.12;3.6.4.13
P15736	2.1.1.56;2.7.7.50
P20509	2.7.7.7
Q67344	3.2.1.18
G1ESZ9	2.7.3.3
P03475	3.2.1.18
Q93XQ5	2.1.1.53;2.5.1.16
P31614	3.1.1.53
Q7Y4H2	1.10.3.9
E9R598	1.10.3.2
P49714	3.2.1.129
Q8VZF4	2.7.11.1
A0A0F7G352	3.4.22.16
O47676	1.9.3.1
P11485	3.2.1.18
A4X981	6.3.2.9
A0A7H0DN74	2.1.1.57
P13890	3.4.21.90
Q9IG45	3.6.1.3
O57230	2.7.7.6
Q9XWF6	6.3.2.19
A0A7H0DN77	2.7.7.6
A0A0A2JW88	1.11.1.6
P35262	2.1.1.56;2.7.7.48
Q9T1X2	3.2.1.17
P04298	2.1.1.56;2.7.7.50;3.1.3.33
B1NKR5	2.1.1.56;2.7.7.50
P27282	2.7.7.48;3.1.3.33;3.6.1.15;3.6.4.13
P0C9C2	5.99.1.3
P27283	2.7.7.48;3.1.3.33;3.6.1.15;3.6.4.13
P11213	2.1.1.56;2.7.7.48
Q6XNL5	2.7.7.48
P06478	2.7.1.21
P09254	3.6.1.23
Q5W9E3	1.3.1.32
A0A0S2GKZ1	3.2.1.4
P24829	3.6.4.12
P77218	2.3.1.8
B2BNE1	3.6.4.13
P98042	1.9.3.1
Q9EVH4	4.2.1.33
W6Q4Q9	4.2.3.9
Q31672	4.1.1.39
Q66914	3.4.22.66;2.7.7.48;3.6.1.15
Q4QXJ8	2.7.7.48;3.1.3.33;3.6.1.15;3.6.4.13
Q6XV27	3.2.1.18
C8V530	3.2.1.4
P52345	3.2.2.27
Q8QPH4	2.7.7.48
A0A0F5HSE8	1.4.1.20
P0DOO4	6.5.1.1
O47685	1.9.3.1
P92696	1.9.3.1
F4I2N7	2.7.11.1
Q5UQ88	6.3.2.19
F8W2M8	3.4.14.9
Q5GA85	2.1.1.56;2.7.7.48
Q9WC63	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
Q98267	3.6.1.15
Q9WJB2	2.7.7.48;3.4.19.12;3.6.4.12;3.6.4.13
P68089	1.9.3.1
Q13315	2.7.11.1
A0A075DVI9	2.2.1.2
Q8LX26	1.9.3.1
P17765	2.7.7.48;3.4.22.44;3.4.22.45
P16753	3.4.21.97
P17393	2.7.7.49;2.7.7.7;3.1.26.4
P41712	2.7.7.7
P0C6F2	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
P0C9E1	2.5.1.29;2.5.1.1;2.5.1.10
P10273	3.1.26.4;2.7.7.49;2.7.7.7
Q9EVG2	4.2.1.33
Q98234	1.11.1.9
P00535	2.7.10.1
P42491	1.17.4.1
O56655	2.7.7.49;2.7.7.7;3.1.26.4
Q008X6	2.7.7.48;3.6.4.12;3.6.4.13
Q0ZB81	5.3.1.23
A0A077ESS0	2.1.1.104
Q23551	2.7.11.1
Q6RZP5	2.7.7.19
Q9W7Y7	3.2.1.18
P07848	3.1.27.5
G0LES5	4.2.3.6
Q38RV6	1.9.3.1
Q9M3G7	2.7.11.1
P24757	2.7.7.6
Q809M5	2.7.7.48
Q94IC4	1.16.3.1
Q2YHF2	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
Q9QAZ8	2.7.7.48
P15072	2.7.7.48;3.4.22.28;3.4.22.46;3.6.1.15
O15925	2.7.7.48
Q865R2	1.11.1.9
Q32ZE0	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
Q8WSR3	1.3.5.1
Q9JHF3	5.3.99.3
O13434	4.1.1.49
Q91MX5	2.7.7.19
P87553	2.7.7.7
A0A024B7W1	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
Q5VVH2	5.2.1.8
Q9DUT2	2.7.7.48
Q85437	2.7.7.50
Q6DPK1	3.2.1.18
A4PBP6	2.7.7.48
P68920	3.2.1.17
R9QMR1	4.2.3.121
P67781	1.9.3.1
P28966	2.7.11.1
Q38RZ2	1.9.3.1
Q8QZ72	3.4.21.90
P12557	3.2.1.18
H6VGI3	2.7.3.3
V6RPN0	2.5.1.21
Q0QZ08	1.10.3.9
E3Q1H1	2.3.1.4
Q5I137	3.1.3.48
Q37369	1.9.3.1
G5EFR6	3.6.3.8
Q9DUN3	2.7.7.48;3.6.1.15;3.4.22.66
Q8V736	2.7.7.48;3.6.1.15;3.4.22.66
P0CJ93	3.4.22.45
P14403	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
P53765	3.2.2.27
P36480	4.1.1.39
A0A7H0DN83	5.99.1.2
P22856	3.4.19.12
A7J3A4	2.1.1.56;2.7.7.50
Q9CQ43	3.6.1.23
P27314	2.7.7.48
P19386	3.2.1.17
P92478	1.9.3.1
Q5VST9	2.7.11.1
P06210	2.7.7.48;3.4.22.28;3.4.22.29;3.6.1.15
Q9YPV8	2.7.7.49;2.7.7.7;3.1.26.4
Q66220	2.7.7.48;3.6.4.13
A7X672	2.7.1.134;2.7.1.159
Q4TWH8	2.7.7.48
P0C8H8	1.17.4.1
Q9PTF3	2.7.4.6;2.7.13.3
P13850	3.2.1.18
P0C996	3.6.1.52
O91262	3.1.1.53
P0C971	2.7.7.7
P0C6U0	3.4.19.12;3.4.22.69;2.7.7.48;3.6.4.12;3.6.4.13
Q6LY39	1.8.98.1
F2XF92	4.2.3.44;5.5.1.12;4.2.3.132;4.2.3.18;4.2.3.32
Q58DL1	3.5.3.1
Q9WDA6	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
A0A2V0R8Y2	2.4.1.10
Q07573	3.2.1.18
A0A1D8PU51	1.6.5.3;1.6.99.3
Q3S406	2.7.11.26;2.7.11.1
N0AAE6	3.4.21.74
Q6D5T8	2.7.1.30
P16289	2.1.1.56;2.7.7.48
Q9QSR3	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
Q6J3P1	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
Q64968	3.2.1.18
O71121	2.7.7.7;3.1.26.4
D0EAP4	4.1.1.33
Q5UQ57	6.3.2.19
Q1PCB1	2.7.1.35
Q1HVD1	2.7.1.21
Q7WYA8	3.5.2.6
Q6DDT4	4.2.99.18
Q8VA42	2.7.7.48
P09395	2.7.7.48;3.6.4.13
Q8QQ21	2.7.4.9
Q00097	2.7.11.1
A7J398	2.7.7.48
A7J392	2.1.1.56;2.7.7.50
Q6DFW5	3.6.3.1
P03465	3.1.1.53
E9PUQ8	2.7.1.107
O87790	2.7.6.3
P0C6U6	3.4.19.12
P18131	2.7.7.7
P04531	2.7.4.13
P0C9A9	3.6.4.13
P0DOO3	6.5.1.1
P23371	2.7.7.19
Q9BH41	1.14.19.1
J9VWW9	1.15.1.1
D8V078	2.1.1.56;2.7.7.48
P24989	1.9.3.1
O48267	1.9.3.1
Q9J579	2.7.1.74
A0A0S3QTD0	2.3.3.1
B5E5P6	1.1.1.158
B2DEU7	2.1.2.1
Q96711	2.7.7.48
O55766	2.7.7.6
P67923	3.2.1.18
P30738	2.7.7.48;3.6.4.13
O43100	5.4.99.25
B2S2V0	3.1.26.4
P07974	3.1.1.53
Q07570	3.2.1.18
P25312	1.9.3.1
P00529	2.7.10.1
P41476	6.5.1.3;2.7.1.78
B6HLT9	2.3.1.164
P19712	2.7.7.48;3.6.1.15;3.6.4.13;3.4.21.113
P27395	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
Q5ZJM7	2.7.1.74
O47695	1.9.3.1
P68532	1.9.3.1
K0E3V3	2.6.1.42
Q779J8	2.7.7.7
P36489	4.1.1.39
P06012	2.7.7.48
P16191	3.2.1.18
P89079	3.6.1.23
P0C760	2.7.7.48
P52367	2.7.7.7
Q2QEI3	1.97.1.10
Q45UG0	2.7.7.48
Q8AII1	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
Q8CHI8	3.6.4.12
A0A1D8PC43	4.1.1.33
O56043	2.1.1.56;2.7.7.50
P00524	2.7.10.2
Q91FH7	1.8.3.2
A0A7H0DN44	2.7.7.7
P06441	2.7.7.48;3.6.1.15
P06420	3.6.4.12
Q07846	3.6.4.12
H3BCW1	3.2.1.143
Q60393	3.4.24.69
O36404	3.6.1.23
A0A858E7J4	2.5.1.29
C8YTM5	2.1.1.103
P69521	1.17.4.1
Q4WHZ1	1.1.1.34
Q88893	2.7.7.48
Q9KRQ1	1.11.1.6
Q008X5	2.7.7.48;3.6.4.12;3.6.4.13
P0C0W5	2.1.1.249
Q8JL90	2.7.7.6
Q8JSP9	3.1.1.53
P0C9B0	3.6.4.13
Q7RWN7	3.2.1.4
Q9QBZ9	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
P0C9E2	2.5.1.29;2.5.1.1;2.5.1.10
Q6F8K4	6.3.5.1
R9QMW1	4.2.3.111
A0A059TC02	1.2.1.44
Q2ICQ2	2.7.7.48
Q70KP1	3.1.1.53
O47672	1.9.3.1
O92367	3.1.1.53
P26190	2.7.7.48
G2X7W6	3.6.3.1
P48689	4.1.1.39
Q8MIU0	1.14.18.1
P68694	2.7.7.6
Q37718	1.9.3.1
Q2U639	2.7.11.1
P12563	3.2.1.18
P17394	2.7.7.49;2.7.7.7;3.1.26.4
Q0A429	2.7.7.48
Q9LCC6	4.3.1.1
Q9E6P2	3.4.21.97
Q91F87	3.6.1.23
A0A0C2WKN7	2.5.1.48
P16088	3.6.1.23;2.7.7.49;3.1.13.2;3.1.26.13;2.7.7.7
P12366	2.7.7.50
A0A1W2PR75	3.1.3.16
Q01207	3.4.22.45
Q04095	2.7.7.49;2.7.7.7;3.1.26.4;3.1.13.2;3.1.26.13
P50661	1.9.3.1
A0A8X8M4W6	2.1.1.95
Q6UDM0	3.6.1.23
Q9P995	2.1.1.250
P68298	1.9.3.1
A5K9S0	6.1.1.20
P03177	2.7.1.21
P30320	2.7.7.7
Q65199	3.6.1.23
P09249	2.1.1.45
Q5ABX0	2.7.11.1
Q9X1L0	5.1.1.7
Q5B7I7	3.4.25.1
Q56RZ3	2.5.1.29
G4N7S6	2.3.1.48
O30408	5.1.1.11
I3LK75	2.4.2.19
P27407	3.4.22.66;2.7.7.48;3.6.1.15
P21404	2.7.7.48;3.4.22.28;3.4.22.29;3.6.1.15
O47690	1.9.3.1
O18964	3.1.3.36
P11909	1.11.1.9
P46448	1.2.1.2
P68635	3.6.1.23
Q9T9X6	1.9.3.1
B1NKT1	2.1.1.56;2.7.7.50
A0A384JAD8	2.4.1.15
P11158	1.17.4.1
P08748	1.9.3.1
P55824	3.4.19.12
Q37282	4.1.1.39
P36510	2.4.1.17
Q7IZ21	1.9.3.1
Q0A2R1	3.2.1.18
P17468	2.7.7.48
Q9EVE0	4.2.1.33
O32378	2.7.1.39
A3DRP8	2.7.7.48
P05895	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
O55721	2.4.2.30
P0DSY0	2.7.7.6
P19711	2.7.7.48;3.6.1.15;3.6.4.13;3.4.21.113
P12451	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.47
Q9WXE8	3.2.1.37
G5ECP4	2.7.11.1
Q37596	1.9.3.1
M4ISH0	6.2.1.12
P09250	2.7.1.21
Q9Z4Q7	1.21.4.1
P30202	3.4.22.39
Q6DN67	2.1.1.56;2.7.7.48
O36363	2.7.7.7;3.1.26.4
O03085	3.6.3.14
A0A2Z6FZ31	2.5.1.29
Q9JFC3	3.6.4.13
A0A2H5AIW0	4.3.1.24
B2ZDY2	2.7.7.48
Q5I128	3.1.3.48
P11368	3.1.26.4;2.7.7.49;2.7.7.7
Q77TG7	2.7.4.9
A0A0H2URT2	1.1.1.1;1.2.1.10
P33800	2.7.11.1
B1NKT7	2.7.7.48
P0CK07	3.4.22.45
J4W0G2	2.7.11.1
Q9JFD9	2.7.7.19
P0C8G8	1.8.3.2
Q4AEH0	1.11.1.12
P98043	1.9.3.1
Q80957	3.6.4.12
Q6XU19	2.7.7.48
P52506	3.2.2.27
E2RTQ7	2.7.11.1
Q89525	3.6.4.13
P0C8K3	2.7.7.6
C3MIE1	1.8.4.8
Q85297	3.1.3.48
P0C9C1	5.99.1.3
P89201	2.7.7.48;3.4.22.44;3.4.22.45
Q2PQH8	2.4.1.25;3.2.1.33
F7VNF8	3.4.21.53
Q9ZK23	2.7.7.6
Q8CBC7	2.1.1.205
Q4WKP8	2.7.11.1
Q9INJ1	2.7.7.48
Q0EFA0	1.11.1.9
Q2QZ14	1.14.13.72
P03360	3.1.26.4;2.7.7.49;2.7.7.7
A2A974	1.14.14.1
V6RG22	2.5.1.10;2.5.1.1
Q6TUZ4	3.6.1.23
Q9WAA1	3.2.1.18
Q8V9U2	3.6.4.13
Q6UY63	2.1.1.56;2.7.7.48
A0A5J6BJN2	3.2.1.4
P16785	3.4.19.12
Q3K9A2	1.5.1.38
P23983	2.7.1.21
Q38PR9	1.9.3.1
Q80873	2.7.7.48
Q9J8B9	3.4.22.50
J9VWH9	2.1.1.43
Q9GLL1	1.14.14.1
O36635	2.1.1.56;2.7.7.48
P16272	6.5.1.1
X2JI34	1.1.1.314;1.14.13.123
B4URD9	3.2.1.18
P23571	3.2.2.21
Q8JPX5	2.1.1.56;2.7.7.48
A0A0U1WZ18	5.4.2.8
Q8IE14	3.4.21.89
Q9JFA8	2.1.1.56;2.7.7.50;3.1.3.33
Q8WNN6	1.15.1.1
P04418	3.1.25.1
B5LAT8	1.1.1.195
P30321	2.7.7.7
A4K151	2.7.7.48
Q9YJW2	3.4.22.45
P17474	2.7.7.6
P0C0W0	3.1.1.53
Q8KSA6	3.5.2.6
A2VD68	2.7.4.6;2.7.13.3
Q8IJV6	2.7.4.3
Q8MMZ7	2.7.11.1
P16503	2.7.7.48
Q4F8Z9	2.1.1.56;2.7.7.48
P12898	2.7.7.49;2.7.7.7;3.1.26.4
P20892	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
Q9SSA4	2.7.11.1
Q65YX0	1.5.1.38
Q8KDS8	2.6.1.1
P0DUM8	4.2.1.28
A0A024RBG1	3.6.1.52;3.6.1.60
Q74M79	3.6.4.12;5.99.1.3
P07065	5.99.1.3
B5E4N6	2.4.1.21
Q6UDJ1	1.17.4.1
Q9R9J1	5.4.3.8
O98668	4.1.1.39
P09853	1.17.4.1
