query_ID	profile_ID	query_length	profile_length	align_length	query_from	query_to	profile_from	profile_to	profile_proportion	bit_score	e-value	positive_hit_probability	is_best_overlap	found_catalytic_pattern	profile_linked_ECs
B2SYA3	PRI012707	260	     132	      96	       4	      91	       2	      89	    0.67	   48.63	4.3E-8     	0	F	-	1.1.1.326	
B2SYA3	PRI212673	260	     116	     127	     136	     258	       1	     116	       1	   47.24	9E-8     	0	F	-	(1.1.1.10)	
B2SYA3	PRI012888	260	     138	     137	       5	     130	       3	     135	    0.96	   47.01	1.7E-7     	0	F	-	1.1.1.100	
B2SYA3	PRI214539	260	     113	     124	     136	     259	       1	     113	       1	   45.99	2E-7     	0	F	-	(1.1.1.239;1.1.1.62)	
B2SYA3	PRI000091	260	     135	     133	       5	     129	       1	     132	    0.98	   46.54	2.2E-7     	0	F	-	1.1.1.62	
B2SYA3	PRI012637	260	     131	     100	       5	      91	       2	      90	    0.68	   46.33	2.6E-7     	0	F	-	1.1.1.47	
B2SYA3	PRI200109	260	     117	      87	     172	     256	      36	     113	    0.67	   45.69	2.9E-7     	0	F	-	(1.1.1.47)	
B2SYA3	PRI200083	260	     118	     131	     136	     259	       4	     117	    0.97	   45.66	3.3E-7     	0	F	-	(1.1.1.36)	
B2SYA3	PRI212781	260	     120	     125	     135	     258	       2	     120	    0.99	   45.77	3.4E-7     	0	F	-	(1.3.1.34)	
B2SYA3	PRI012813	260	     114	      62	     136	     193	       1	      58	    0.51	   42.22	5E-6     	0	F	-	1.1.1.162;1.1.1.10	
B2SYA3	PRI212617	260	     117	     133	     136	     256	       4	     115	    0.96	   41.43	1E-5     	0	F	-	(1.1.1.69)	
B2SYA3	PRI012744	260	     125	     123	       8	     124	       3	     121	    0.95	   40.73	2.2E-5     	0	F	-	1.1.1.304	
B2SYA3	PRI003865	260	     124	      85	       8	      91	       2	      84	    0.67	   40.54	2.6E-5     	0	F	-	1.1.1.295	
B2SYA3	PRI213010	260	     114	     105	     156	     256	      25	     114	    0.79	   40.33	2.7E-5     	0	F	-	(1.1.1.289)	
B2SYA3	PRI210192	260	     115	     103	     159	     257	      25	     115	    0.79	   38.72	7.7E-5     	0	F	-	(1.1.1.184)	
B2SYA3	PRI212878	260	     116	      20	     237	     256	      94	     113	    0.17	   38.38	1.2E-4     	0	F	-	(1.1.1.107)	
B2SYA3	PRI212889	260	     115	     134	       8	     119	       1	     113	    0.98	   37.21	2.9E-4     	0	F	-	(1.1.1.100)	
B2SYA3	PRI000084	260	     157	      97	       7	      91	       5	     101	    0.62	   37.36	4.8E-4     	0	F	-	1.1.1.35	
B2SYA3	PRI200093	260	     110	      94	     167	     256	      31	     110	    0.73	    35.7	9.3E-4     	0	F	-	(1.5.1.33)	
B2SYA3	PRI002936	260	     130	      31	       8	      38	       8	      38	    0.24	   35.55	1.4E-3     	0	F	-	1.1.1.56	
B2SYA3	PRI212812	260	     113	      38	     156	     193	      22	      59	    0.34	   35.22	1.6E-3     	0	F	-	(1.1.1.163)	
B2SYA3	PRI213076	260	     115	      86	     171	     256	      38	     114	    0.67	   34.86	1.8E-3     	0	F	-	(1.1.1.233)	
B2SYA3	PRI212994	260	     119	      28	     229	     256	      91	     118	    0.24	   34.93	2.3E-3     	0	F	-	(1.1.1.295)	
B2SYA3	PRI005084	260	     134	      71	      69	     132	      67	     133	     0.5	   34.86	2.3E-3     	0	F	-	1.1.1.127	
B2SYA3	PRI003266	260	     130	     121	       4	     117	       2	     118	     0.9	   34.74	2.7E-3     	0	F	-	1.3.1.19	
B2SYA3	PRI012779	260	     133	     100	       5	      90	       1	      92	    0.69	   34.38	3.3E-3     	0	F	-	1.3.1.38	
B2SYA3	PRI014537	260	     151	      78	       4	      66	       2	      78	    0.51	   34.66	3.8E-3     	0	F	-	1.1.1.239;1.1.1.62	
B2SYA3	PRI212791	260	     124	     106	     156	     257	      23	     123	    0.81	   33.78	5.9E-3     	0	F	-	(1.3.1.28)	
B2SYA3	PRI002429	260	     122	      31	       8	      38	       1	      31	    0.25	   33.39	6.1E-3     	0	F	-	1.1.1.141	
B2SYA3	PRI002583	260	     132	     148	       4	     122	       1	     124	    0.94	   33.24	1E-2     	0	F	-	1.1.1.288	
B2SYA3	PRI212815	260	     115	      86	     179	     256	      45	     112	    0.59	   31.81	2.1E-2     	0	F	-	(1.1.1.159)	
B2SYA3	PRI213139	260	     111	      83	     179	     255	      46	     111	    0.59	   31.36	3.4E-2     	0	F	-	(1.17.99.5)	
B2SYA3	PRI000099	260	     133	     123	       8	     119	       6	     120	    0.86	   31.45	3.5E-2     	0	F	-	1.3.1.28	
B2SYA3	PRI000103	260	     131	      94	       4	      91	       1	      86	    0.66	      31	5.7E-2     	0	F	-	1.1.1.53	
B2SYA3	PRI011755	260	     140	     133	      12	     126	      11	     133	    0.88	   30.61	7.2E-2     	0	F	-	1.3.1.87	
B2SYA3	PRI212619	260	     118	     130	     136	     259	       1	     118	       1	    30.4	7.3E-2     	0	F	-	(1.1.1.62)	
B2SYA3	PRI000087	260	     133	      97	       5	      92	       1	      93	     0.7	   29.84	1.3E-1     	0	F	-	1.3.1.34	
B2SYA3	PRI212625	260	     122	      70	     135	     193	       1	      61	     0.5	   29.55	1.4E-1     	0	F	-	(1.1.1.51)	
B2SYA3	PRI000108	260	     143	      39	       3	      41	      11	      49	    0.27	   29.68	1.7E-1     	0	F	-	1.1.1.233	
B2SYA3	PRI000081	260	     128	      53	      82	     130	      80	     128	    0.38	   29.37	1.8E-1     	0	F	-	1.1.1.69	
B2SYA3	PRI200102	260	     124	      35	     222	     256	      90	     124	    0.28	    29.2	1.9E-1     	0	F	-	(1.3.1.25)	
B2SYA3	PRI213034	260	     121	      36	     221	     256	      84	     119	     0.3	    28.3	3.5E-1     	0	F	-	(1.1.1.269)	
B2SYA3	PRI212745	260	     128	      51	      79	     124	      75	     120	    0.36	   27.81	7E-1     	0	F	-	(1.1.1.304)	
B2SYA3	PRI003381	260	     125	      29	       4	      32	       1	      29	    0.23	   27.46	7.1E-1     	0	F	-	1.1.1.51	
B2SYA3	PRI000106	260	     142	      65	      79	     132	      80	     142	    0.44	   27.58	8.1E-1     	0	F	-	1.1.1.140	
B2SYA3	PRI202790	260	     114	      96	     167	     256	      32	     114	    0.73	   27.15	8.3E-1     	0	F	-	(1.3.1.38)	
B2SYF9	PRI003014	382	     267	     266	      20	     285	       2	     267	       1	  359.44	3E-125     	0.725	T	-	4.2.1.6	
B2SYF9	PRI006898	382	     356	     234	      63	     278	      80	     287	    0.58	   69.02	1.3E-13     	0.001	F	-	4.2.1.90	
B2SYF9	PRI003526	382	     274	     135	      84	     362	       8	     274	    0.45	    67.8	5.7E-4     	0	F	-	5.5.1.1	
B2SYF9	PRI202747	382	     257	      75	      95	     147	      12	      84	    0.28	   38.15	9.2E-4     	0	F	-	(4.2.1.40)	
B2SYF9	PRI003682	382	     284	     152	      84	     226	       7	     142	    0.48	   29.32	7.6E-1     	0	F	-	5.5.1.7	
B2SYF9	PRI011260	382	     782	     115	     125	     237	     218	     321	    0.13	   29.19	8.8E-1     	0	F	-	4.2.99.20;2.2.1.9;4.2.1.113	
B2SYF9	PRI008966	382	     715	     201	     123	     303	     131	     318	    0.26	   29.04	9.5E-1     	0	F	-	3.4.22.47	
B2SYR3	PRI000115	266	     115	     117	     152	     264	       2	     112	    0.97	   61.08	8.9E-13     	0	T	-	1.1.1.100	
B2SYR3	PRI210192	266	     115	      93	     173	     264	      22	     114	    0.81	   51.04	4.4E-9     	0	F	-	(1.1.1.184)	
B2SYR3	PRI212652	266	     129	     133	     152	     265	       3	     128	    0.98	   46.53	2.3E-7     	0	F	-	(1.1.1.30)	
B2SYR3	PRI212673	266	     116	     102	     172	     264	      22	     114	     0.8	   44.93	6.8E-7     	0	F	-	(1.1.1.10)	
B2SYR3	PRI003027	266	     127	     126	      26	     143	       7	     121	    0.91	   44.78	7.8E-7     	0	T	-	1.1.1.14	
B2SYR3	PRI212727	266	     116	     126	     153	     264	       1	     112	    0.97	   42.61	3.6E-6     	0	F	-	(1.1.1.311)	
B2SYR3	PRI213056	266	     116	      58	     153	     208	       1	      58	     0.5	    41.4	1E-5     	0	F	-	(1.1.1.250)	
B2SYR3	PRI212847	266	     117	     133	     153	     265	       4	     116	    0.97	   40.26	2.5E-5     	0	F	-	(1.1.1.127)	
B2SYR3	PRI212791	266	     124	      83	     195	     264	      45	     122	    0.63	   40.33	2.6E-5     	0	F	-	(1.3.1.28)	
B2SYR3	PRI214539	266	     113	     117	     153	     264	       1	     110	    0.97	   39.44	4.2E-5     	0	F	-	(1.1.1.239;1.1.1.62)	
B2SYR3	PRI212617	266	     117	      47	     173	     219	      24	      70	     0.4	    39.5	4.9E-5     	0	F	-	(1.1.1.69)	
B2SYR3	PRI012888	266	     138	      95	      21	     109	       2	      94	    0.67	   39.69	6.5E-5     	0	F	-	1.1.1.100	
B2SYR3	PRI000103	266	     131	      45	      26	      70	       6	      50	    0.34	    38.7	1.1E-4     	0	F	-	1.1.1.53	
B2SYR3	PRI010305	266	     128	     133	     153	     264	       2	     126	    0.98	    38.4	1.4E-4     	0	F	-	1.1.1.304	
B2SYR3	PRI213011	266	     125	     108	     173	     264	      23	     123	    0.81	   37.21	3.6E-4     	0	F	-	(1.1.1.288)	
B2SYR3	PRI003381	266	     125	      89	      28	     109	       8	      86	    0.63	   37.09	3.6E-4     	0	F	-	1.1.1.51	
B2SYR3	PRI000114	266	     146	     137	      21	     143	       2	     137	    0.93	   37.36	4.2E-4     	0	F	-	1.1.1.10	
B2SYR3	PRI000081	266	     128	      59	      89	     143	      65	     123	    0.46	    36.3	8.7E-4     	0	F	-	1.1.1.69	
B2SYR3	PRI212815	266	     115	      84	     173	     246	      22	      94	    0.63	   35.66	1.1E-3     	0	F	-	(1.1.1.159)	
B2SYR3	PRI012763	266	     138	      34	      22	      55	       3	      36	    0.25	   35.62	1.6E-3     	0	F	-	1.3.1.56	
B2SYR3	PRI200093	266	     110	      36	     169	     204	      16	      51	    0.33	   34.93	2E-3     	0	F	-	(1.5.1.33)	
B2SYR3	PRI003865	266	     124	      45	      29	      69	       6	      38	    0.27	   35.15	2E-3     	0	F	-	1.1.1.295	
B2SYR3	PRI000091	266	     135	      89	      27	     109	       6	      91	    0.64	   34.99	2.5E-3     	0	F	-	1.1.1.62	
B2SYR3	PRI212834	266	     122	      60	     152	     208	      13	      66	    0.44	   34.21	3.7E-3     	0	F	-	(1.1.1.138)	
B2SYR3	PRI212625	266	     122	     116	     153	     251	       2	     105	    0.85	    33.4	6.3E-3     	0	F	-	(1.1.1.51)	
B2SYR3	PRI213139	266	     111	     131	     153	     263	       3	     111	    0.98	    32.9	1E-2     	0	F	-	(1.17.99.5)	
B2SYR3	PRI002583	266	     132	      24	      28	      51	       8	      31	    0.18	   32.85	1.1E-2     	0	F	-	1.1.1.288	
B2SYR3	PRI214459	266	     112	      48	      62	     109	      37	      81	     0.4	   32.57	1.4E-2     	0	F	-	(1.1.1.276)	
B2SYR3	PRI212781	266	     120	      97	     177	     264	      27	     118	    0.77	   32.67	1.4E-2     	0	F	-	(1.3.1.34)	
B2SYR3	PRI212624	266	     117	     127	     153	     265	       2	     116	    0.98	   32.26	1.8E-2     	0	F	-	(1.1.1.53)	
B2SYR3	PRI012650	266	     134	      87	      28	     109	       4	      90	    0.65	   31.84	2.8E-2     	0	F	-	1.1.1.36	
B2SYR3	PRI212619	266	     118	     118	     153	     264	       1	     115	    0.97	   31.55	3E-2     	0	F	-	(1.1.1.62)	
B2SYR3	PRI002429	266	     122	      90	      28	     109	       4	      87	    0.69	   30.69	6.6E-2     	0	F	-	1.1.1.141	
B2SYR3	PRI002432	266	     123	      61	      78	     134	      55	     107	    0.43	   30.19	9.6E-2     	0	F	-	1.1.1.162;1.1.1.10	
B2SYR3	PRI212812	266	     113	      32	     173	     204	      22	      53	    0.28	   29.44	1.7E-1     	0	F	-	(1.1.1.163)	
B2SYR3	PRI003200	266	     130	      26	      26	      51	       6	      31	     0.2	    29.4	2E-1     	0	F	-	1.1.1.206	
B2SYR3	PRI200104	266	     131	      77	     167	     242	      15	      88	    0.56	   28.83	2.8E-1     	0	F	-	(1.3.1.56)	
B2SYR3	PRI014696	266	     343	      36	      20	      55	     162	     196	     0.1	   29.86	2.9E-1     	0	F	-	1.4.1.23	
B2SYR3	PRI010152	266	     127	      75	      24	      96	       2	      76	    0.59	   28.89	3E-1     	0	F	-	5.1.3.2	
B2SYR3	PRI002955	266	     124	      95	      24	     109	       2	      85	    0.68	   28.65	3.1E-1     	0	F	-	1.1.1.269	
B2SYR3	PRI000101	266	     131	      30	      30	      59	      11	      40	    0.23	   28.64	3.1E-1     	0	F	-	1.3.1.58	
B2SYR3	PRI000106	266	     142	      31	      27	      56	       7	      37	    0.22	   28.74	3.4E-1     	0	F	-	1.1.1.140	
B2SYR3	PRI212994	266	     119	      27	     238	     264	      92	     118	    0.23	   28.38	3.4E-1     	0	F	-	(1.1.1.295)	
B2SYR3	PRI012726	266	     127	      21	      29	      49	       9	      29	    0.17	   28.57	3.5E-1     	0	F	-	1.1.1.311	
B2SYR3	PRI212878	266	     116	      32	     173	     204	      23	      54	    0.28	   28.36	3.7E-1     	0	F	-	(1.1.1.107)	
B2SYR3	PRI012001	266	     255	      24	      72	      92	      89	     112	    0.09	   28.33	7.2E-1     	0	F	-	2.6.1.91	
B2SYR3	PRI000112	266	     150	      73	      25	      83	       6	      78	    0.49	   27.93	7.5E-1     	0	F	-	1.1.1.102	
B2SYR3	PRI000099	266	     133	      27	      29	      55	      10	      36	     0.2	    27.6	8.5E-1     	0	F	-	1.3.1.28	
B2SYZ1	PRI003762	566	     383	     234	     177	     402	       2	     217	    0.56	   57.78	1.2E-9     	0	T	-	1.2.1.3	
B2SYZ1	PRI003273	566	     373	     151	     208	     345	      24	     163	    0.38	   49.76	4.8E-7     	0	F	-	1.5.1.12	
B2SYZ1	PRI002833	566	     372	     169	     196	     354	      21	     175	    0.42	   40.36	3.9E-4     	0	F	-	1.2.1.71	
B2SYZ1	PRI002527	566	     403	     156	     210	     351	      33	     176	    0.36	   36.23	9.5E-3     	0	F	-	1.2.1.5	
B2SYZ1	PRI002375	566	     371	      91	     210	     294	      42	     116	     0.2	   33.39	6.4E-2     	0	F	-	1.2.1.8	
B2SYZ1	PRI207196	566	     344	      90	     219	     300	      36	     111	    0.22	    31.9	1.8E-1     	0	F	-	(1.5.99.8)	
B2SYZ1	PRI002019	566	     481	      34	     317	     350	     263	     296	    0.07	   31.19	3.8E-1     	0	F	-	1.2.1.50	
B2T7R9	PRI011886	577	     541	     541	      28	     558	       1	     540	       1	  723.98	0E0     	0.005	T	-	4.2.1.25	
B2T7R9	PRI001230	577	     585	     594	      11	     559	       1	     582	    0.99	  430.21	2.1E-145     	0.095	F	-	4.2.1.9	
B2T7R9	PRI001231	577	     568	     441	     119	     515	      96	     521	    0.75	   89.35	2.5E-19     	0	F	-	4.2.1.12	
B2T7R9	PRI010094	577	     142	     148	     386	     530	       1	     142	       1	   79.41	3E-18     	0.031	F	-	4.2.1.9	
B2T7R9	PRI009112	577	     326	      37	     280	     316	      43	      79	    0.11	   32.75	1.1E-1     	0	F	-	3.6.4.13	
B2TD34	PRI012082	310	     309	     309	       1	     309	       1	     308	       1	  430.95	7.6E-154     	0.101	T	-	4.2.1.43	
B2TD34	PRI002230	310	     241	     163	      14	     172	       8	     158	    0.63	   36.67	1.8E-3     	0	F	-	4.2.1.41	
B2TD34	PRI000903	310	     725	      23	     179	     200	     151	     173	    0.03	   30.53	2.6E-1     	0	F	-	3.4.24.71	
B2TDJ5	PRI012415	482	     345	     382	      96	     472	       6	     345	    0.99	  163.78	6.2E-47     	0	T	-	2.6.1.11	
B2TDJ5	PRI013467	482	     173	     165	     215	     375	       3	     162	    0.92	  137.12	6.8E-39     	0.001	F	-	2.6.1.96	
B2TDJ5	PRI006421	482	     163	     146	     236	     376	       9	     154	     0.9	  107.16	4.8E-28     	0	F	-	2.6.1.62	
B2TDJ5	PRI212414	482	     174	     158	     231	     388	      22	     174	    0.88	  105.92	1.6E-27     	0	F	-	(2.6.1.13)	
B2TDJ5	PRI013699	482	     185	     155	     234	     388	      37	     185	    0.81	  100.29	2.8E-25     	0	F	-	2.6.1.11	
B2TDJ5	PRI002696	482	     159	      90	     233	     322	       1	      90	    0.57	   83.58	1.2E-19     	0	F	-	2.6.1.77	
B2TDJ5	PRI212357	482	     107	     106	      38	     141	       2	     105	    0.97	   80.13	4.3E-19     	0.006	F	-	(2.6.1.62)	
B2TDJ5	PRI211643	482	     182	     132	     238	     365	      29	     159	    0.72	   78.98	6.8E-18     	0	F	-	(2.8.1.6)	
B2TDJ5	PRI002425	482	     124	     129	     237	     353	       1	     124	       1	   72.43	3.5E-16     	0	F	-	2.6.1.18	
B2TDJ5	PRI212412	482	     337	     162	     216	     376	      50	     210	    0.48	   74.16	3.7E-15     	0	F	-	(2.6.1.13)	
B2TDJ5	PRI001251	482	     164	     152	     233	     379	       7	     156	    0.91	   63.84	8.7E-13     	0	F	-	2.6.1.19	
B2TDJ5	PRI212343	482	     381	     254	     140	     358	      46	     273	     0.6	   64.98	5.4E-12     	0	F	-	(2.6.1.81)	
B2TDJ5	PRI202420	482	     184	      83	     243	     323	      43	     123	    0.44	   59.56	3.8E-11     	0	F	-	(2.6.1.76)	
B2TDJ5	PRI202507	482	     172	      82	     244	     325	      30	     111	    0.48	   58.88	5.7E-11     	0	F	-	(2.6.1.82)	
B2TDJ5	PRI003665	482	     194	     136	     244	     370	      53	     177	    0.64	   58.78	1E-10     	0	F	-	5.4.3.8	
B2TDJ5	PRI213465	482	      98	      74	      48	     120	       9	      76	    0.69	   55.46	1.8E-10     	0	F	-	(2.6.1.96)	
B2TDJ5	PRI001245	482	     172	     145	     226	     361	       4	     148	    0.84	   56.12	5.3E-10     	0	F	-	2.6.1.19;2.6.1.22	
B2TDJ5	PRI212349	482	     357	      98	     233	     327	     118	     215	    0.27	   55.94	3.2E-9     	0	F	-	(5.4.3.8)	
B2TDJ5	PRI013564	482	     132	     122	     247	     363	       9	     129	    0.92	   52.12	5.1E-9     	0	F	-	2.6.1.62	
B2TDJ5	PRI012411	482	     160	     107	     252	     358	      29	     131	    0.64	   47.76	3.1E-7     	0	F	-	2.6.1.17;2.6.1.11	
B2TDJ5	PRI001237	482	     158	      93	     246	     326	      19	      99	    0.51	   46.82	5.8E-7     	0	F	-	2.6.1.44	
B2TDJ5	PRI212346	482	     100	      40	      78	     110	      32	      71	     0.4	   44.72	1E-6     	0	F	-	(2.6.1.77)	
B2TDJ5	PRI213686	482	     103	      87	      59	     141	      20	     101	     0.8	   44.73	1.2E-6     	0	F	-	(2.6.1.18)	
B2TDJ5	PRI213695	482	      95	      86	     245	     330	       1	      85	    0.89	   42.41	5.4E-6     	0	F	-	(2.6.1.13)	
B2TDJ5	PRI213466	482	      72	      70	     144	     213	       1	      70	    0.97	   41.32	9.9E-6     	0.015	F	-	(2.6.1.96)	
B2TDJ5	PRI212408	482	      66	      47	     144	     190	       1	      47	    0.71	   39.38	3.3E-5     	0	F	-	(2.6.1.18)	
B2TDJ5	PRI003815	482	     152	      72	     245	     316	      12	      83	    0.47	   40.84	6.4E-5     	0	F	-	4.1.1.64	
B2TDJ5	PRI212344	482	     163	     110	     250	     358	      30	     134	    0.64	   40.79	8.8E-5     	0	F	-	(2.6.1.81)	
B2TDJ5	PRI212356	482	      76	      45	     153	     196	      10	      54	    0.59	   37.04	2.7E-4     	0	F	-	(2.6.1.62)	
B2TDJ5	PRI213558	482	     133	      63	     255	     314	      24	      83	    0.45	   38.61	2.8E-4     	0	F	-	(2.6.1.76)	
B2TDJ5	PRI013341	482	     308	     328	     128	     404	      34	     303	    0.88	   39.46	5.3E-4     	0	F	-	4.2.3.134	
B2TDJ5	PRI213557	482	     243	      60	     250	     308	     105	     163	    0.24	   37.05	2.6E-3     	0	F	-	(2.6.1.76)	
B2TDJ5	PRI213464	482	      43	      36	     436	     471	       6	      40	    0.81	   32.45	5.5E-3     	0.005	F	-	(2.6.1.96)	
B2TDJ5	PRI002442	482	     164	      95	     249	     339	      18	     108	    0.55	   34.07	1.4E-2     	0	F	-	2.6.1.36	
B2TDJ5	PRI013334	482	     173	     104	     230	     324	      20	     105	     0.5	   33.57	2.4E-2     	0	F	-	4.2.3.2	
B2TDJ5	PRI012409	482	     420	      69	     250	     311	     171	     235	    0.15	   34.23	2.7E-2     	0	F	-	2.6.1.17	
B2TDJ5	PRI002365	482	     161	      98	     243	     326	      19	     102	    0.52	   32.53	5E-2     	0	F	-	2.6.1.40;2.6.1.44	
B2TDJ5	PRI213556	482	      89	      97	     390	     471	       1	      87	    0.98	      30	1.2E-1     	0	F	-	(2.6.1.77)	
B2TDJ5	PRI212388	482	      80	      26	     158	     182	      15	      39	    0.31	   29.76	1.2E-1     	0.003	F	-	(2.8.1.6)	
B2TDJ6	PRI002592	444	     345	     350	      16	     354	       2	     343	    0.99	  159.89	8.6E-46     	0	T	-	6.3.1.11	
B2TDJ6	PRI001617	444	     362	     317	      66	     354	      47	     360	    0.87	  149.55	8.1E-42     	0	F	-	6.3.1.2	
B2TDJ6	PRI208645	444	     352	     355	      22	     356	       8	     352	    0.98	     126	4E-33     	0.002	F	-	(6.3.1.2)	
