P13559	3.2.1.17
Q37472	1.9.3.1
Q9MTE7	4.1.1.39
Q65652	2.7.7.48;3.6.4.13
P0C731	2.7.11.1
P03468	3.2.1.18
Q8MBG5	3.6.3.14
O80288	3.2.1.17
Q8V3U0	3.1.1.53
Q85297	3.1.3.48
P49369	3.1.1.32;3.1.1.4
A0PJ24	2.7.7.48
B5E5N3	4.2.3.4
Q9Z2A9	2.3.2.2;3.4.19.13;3.4.19.14
P18247	3.4.22.45;2.7.7.48;3.4.22.44
P11485	3.2.1.18
Q5UPW7	3.4.19.12
O47700	1.9.3.1
O13284	5.5.1.13;4.2.3.19
A0A1C8AX29	1.3.1.9;2.3.1.38;2.3.1.39;3.1.2.14;4.2.1.59
A5HC98	2.7.7.48
O91466	3.4.22.50
P23984	3.4.21.97
Q9Z4Q7	1.21.4.1
Q8V294	2.7.7.48;3.1.3.33;3.6.1.15;3.6.4.13
Q8FDI4	2.8.2.22
Q6QDB6	2.4.1.91
Q5F5Z6	5.99.1.3
B2ARG6	3.2.1.4
Q91510	3.4.21.74
Q5UR74	3.1.3.16;3.1.3.48
Q01038	1.17.4.1
A0A0C2SRU0	4.1.1.65
R9QMW7	4.2.3.121;4.2.3.119
Q3B752	2.7.4.9
P69484	3.1.3.16;3.1.3.48
Q06095	3.6.1.23
P09505	2.7.7.48
A0A0K9RL25	5.4.2.8
Q99IE5	2.7.7.48;3.6.1.15;3.6.4.13
A6TU46	1.21.4.2;1.21.4.3;1.21.4.4
P36331	3.4.21.90
O91533	2.7.7.49;2.7.7.7;3.1.26.4
Q81862	2.7.7.48
Q9T9V9	1.9.3.1
P36720	3.6.4.12
P0C701	1.17.4.1
E9R598	1.10.3.2
Q38S26	1.9.3.1
P62693	3.2.1.17
A4KX57	2.7.7.7
Q5XXP4	2.7.7.48;3.1.3.33;3.6.1.15;3.6.4.13
Q2FX77	3.5.1.28
Q8QZQ2	2.7.7.49;2.7.7.7;3.1.26.4
Q3KSP9	3.4.21.97
A3RM23	2.1.1.56;2.7.7.48
P03480	3.2.1.18
P0C6Y4	2.7.7.48;3.6.4.12;3.6.4.13;3.4.19.12
B0XPE7	3.6.4.12
P35928	2.7.7.48;3.6.4.13
Q1LUA6	2.7.11.1
Q9KH33	1.1.1.205
Q6RSS2	2.7.7.48
A2XKG2	3.6.4.13
Q4WKA5	1.3.1.70
Q809V2	3.2.1.18
P23983	2.7.1.21
P10234	3.6.1.23
P00476	2.1.1.37
A0A0S3QTD0	2.3.3.1
Q8BFW6	3.6.1.5
P16006	3.5.4.12
O47709	1.9.3.1
Q2PQH8	2.4.1.25;3.2.1.33
O39828	3.6.1.3
Q2HR64	3.4.19.12
P18042	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.47;3.4.23.16
P0C986	2.7.7.7
O53424	3.1.1.1
A0A024B7W1	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
Q96725	2.7.7.48;3.4.22.66;3.6.1.15
P16503	2.7.7.48
P19723	2.7.7.48;3.4.22.44
Q912W1	3.6.1.3
Q9L4E1	2.7.9.3
A0A1W2PQ64	3.1.3.16
Q60EX7	3.6.4.12
P0C6F7	3.4.19.12;3.4.22.69;2.7.7.48;3.6.4.12;3.6.4.13
A4GCL6	2.7.7.48
Q30NP3	2.7.7.48
P20503	1.17.4.1
P19386	3.2.1.17
P19119	3.4.22.39
Q0A2D0	2.7.7.48
G5DAC6	2.4.1.207
Q8DKG0	2.7.13.3
Q8KAZ0	2.3.1.129
B8NFL5	1.14.13.70
A0A1W2PQC6	3.1.3.16
Q9LRZ6	4.2.3.15
P28851	2.7.1.21
Q9JMH6	1.8.1.9
Q38RV6	1.9.3.1
Q91UM2	3.2.2.27
Q6DPK0	3.2.1.18
Q8YP69	3.1.26.12
F8S116	3.4.21.74
Q3YPY7	2.7.7.48
Q33339	2.7.7.48
Q5UQE6	5.99.1.3
Q0ZQX0	4.1.1.25
R9QMY9	4.2.3.121;4.2.3.119
Q9GCE7	1.9.3.1
Q46E72	2.1.1.248
Q2XSC6	4.2.3.20
Q6Q251	3.1.1.32
P06229	3.1.11.3
P20951	2.7.7.48;3.6.4.13
Q65199	3.6.1.23
A0A144YEA5	2.5.1.21
Q4U0X6	2.7.7.49;2.7.7.7;3.1.26.4
Q76RE7	3.6.1.23
P30202	3.4.22.39
P0DUM9	4.2.1.28
P68546	2.7.7.6
P89449	3.4.21.97
P68635	3.6.1.23
G0RYE0	1.2.4.1
Q7Y2C0	3.2.1.17
P19811	2.7.7.48;3.4.19.12;3.6.4.12;3.6.4.13
P05897	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
C9K7B7	1.1.1.85
P0CP61	2.7.11.1
Q83045	2.7.7.48;3.6.4.13
A7BFV7	2.3.1.47
Q33015	4.1.1.39
O55721	2.4.2.30
Q9ILI5	2.7.7.48
Q9EVH7	4.2.1.33
G5EF53	3.6.4.12
P08748	1.9.3.1
A4GBY0	3.2.1.18
P12823	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
Q2YIQ2	1.1.5.3
P89946	3.4.21.90
G0S4X6	2.3.1.12
P10748	2.5.1.19
O47672	1.9.3.1
O73875	2.7.10.1;2.7.10.2
Q9G1N5	1.9.3.1
P21079	2.7.7.19
Q8VWZ7	1.14.13.152
P18965	3.4.21.95
A0A221J5X1	1.3.1.3
P89201	2.7.7.48;3.4.22.44;3.4.22.45
P24989	1.9.3.1
A0A7H0DN44	2.7.7.7
P31349	3.2.1.18
P16716	2.7.7.6
Q004B5	2.7.3.3
A0A077ES70	2.1.1.104
P10149	3.2.2.22
Q5UR49	3.6.4.12
Q00227	1.9.3.1
Q9S7U0	5.5.1.4
Q71QI3	3.4.21.74
P07966	3.1.1.53
Q9N2J2	1.11.1.12
Q8TTA5	2.1.1.249
Q4W9I3	1.14.13.72
D3UW23	3.4.11.7
P19822	2.7.7.7
Q9VV87	2.3.1.199
P0C9A8	3.6.4.13
B2BMF9	2.1.1.56;2.7.7.50
Q4AEH2	1.11.1.12
Q8DN03	2.7.13.3
Q6XT06	2.7.7.48
A0A0S3QTC6	1.1.1.37
P52639	2.1.1.56;2.7.7.48
A4GCI9	3.2.1.18
Q89928	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.47
Q8MBQ4	3.6.3.14
A0A072UTP9	3.4.22.16
B1NKQ9	2.7.7.48
P23007	2.3.3.1
P27363	2.7.1.21
Q9J5U7	2.7.7.48
Q5UQ88	6.3.2.19
Q7XQ85	4.4.1.14
Q35916	1.9.3.1
Q9Q6Q5	2.7.7.48
Q5I143	3.1.3.48
A0A1D1VU85	1.15.1.1
Q3ZK55	2.7.7.48
A4ZCW6	2.1.1.56;2.7.7.50
P26676	2.1.1.56;2.7.7.48
Q6DN07	1.97.1.11
Q710U6	3.2.1.18
E9QG68	3.4.19.12
Q804E1	1.97.1.10
D5E1T2	2.2.1.2
Q9S2H6	2.7.1.69
P50688	1.9.3.1
Q4ZFU2	3.1.4.41;3.1.4.4
Q9WC54	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
A0A1B3PEI9	4.2.1.59;5.3.3.14
Q96L91	3.6.4.12
O21331	1.9.3.1
Q8ZNR5	2.5.1.17
Q7ARI8	3.6.3.14
Q86924	2.7.7.48;3.1.3.33;3.6.1.15;3.6.4.13
O57193	3.6.4.13
Q805R1	2.4.1.102;2.4.1.150
Q07584	3.2.1.18
Q7K5K3	1.2.4.1
P06819	3.2.1.18
Q8WNN6	1.15.1.1
W5BGD1	4.2.1.19;3.1.3.15
Q8TD26	3.6.4.12
Q4R1S7	2.7.7.49;2.7.7.7;3.1.26.4
Q9BH41	1.14.19.1
Q4WJJ0	2.7.12.2;2.7.11.1
P0C6W6	3.4.19.12;3.4.22.69;2.7.7.48;3.6.4.12;3.6.4.13
Q09105	3.2.1.18
Q9DHT0	2.7.7.19
J9VYP5	6.3.3.1;6.3.4.13
Q8KBX0	4.2.1.59
P0C985	2.7.7.7
Q2RCH3	3.2.1.18
Q4WQR3	2.7.11.24;2.7.11.1
A0A024RBG1	3.6.1.52;3.6.1.60
Q6UDK1	2.7.7.7;3.1.26.4
P00745	3.4.21.69
O47697	1.9.3.1
Q5JF17	4.1.1.36;6.3.2.5
P03425	3.2.1.18
A8MHJ6	2.7.9.3
Q9N2I8	1.8.1.9
Q6SW62	3.4.21.97
Q9MRR9	3.6.3.14
M4GGR9	5.1.1.1
P23172	2.7.7.48
P69485	3.1.3.16;3.1.3.48
B5E5P6	1.1.1.158
Q31952	1.6.5.3;1.6.99.5
G0HV10	6.3.4.2
P0C6V2	3.4.19.12
Q8AII1	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
P12556	3.2.1.18
I1RRW0	6.3.2.19
Q9HZ47	2.7.13.3
Q02262	3.6.4.12
P52506	3.2.2.27
P03186	3.4.19.12
P18478	2.7.7.48;3.4.22.44
Q7RWN7	3.2.1.4
T2KMH0	3.2.1.21
Q196Z5	1.17.4.1
Q9DHQ8	2.7.7.6
P12554	3.2.1.18
Q2Y0B9	1.9.3.1
Q8QMZ9	2.7.7.19
Q6TQR6	2.7.7.48;3.4.19.12
P24907	2.7.7.7;3.1.26.4
I1RGC4	2.1.1.41
O25806	2.7.7.6
Q9T1T5	3.2.1.17
Q4F8Z9	2.1.1.56;2.7.7.48
P25180	3.2.1.18
Q8SQ05	3.1.27.5
Q9J593	2.7.7.6
A0A0P0XM10	1.5.3.14;1.5.3.15
P0C6Y1	2.7.7.48;3.6.4.12;3.6.4.13
P26120	2.7.7.48
O57250	6.5.1.1
A7X672	2.7.1.134;2.7.1.159
P84454	3.4.21.97
P07659	2.7.7.6
O54031	4.1.1.3
G0R6T8	3.2.1.4;3.2.1.91
Q6YNQ7	2.7.7.48;3.6.4.13
P16490	2.7.7.48
Q4W382	2.1.1.56;2.7.7.48
Q91FU0	3.4.19.12
P92665	1.9.3.1
P16508	2.7.7.48
O72908	2.1.1.56
P03555	2.7.7.49
B2S2W8	2.7.1.148
Q2Y0E6	2.1.1.56;2.7.7.50
Q6RZF4	2.7.7.6
Q155Z9	2.7.7.48;3.6.1.15;3.4.22.28
P0C6U8	3.4.19.12;3.4.22.69
P09307	3.2.2.27
O11436	2.7.7.48;3.4.22.44;3.4.22.45
P68693	2.7.4.9
P0DOM8	2.7.1.21
P68608	2.7.7.6
Q2T4N0	2.3.1.39
P26542	3.6.4.12
Q8WN22	2.7.11.1
Q38653	3.5.1.28
P17474	2.7.7.6
P10277	3.6.4.12
Q7S8A6	2.1.3.2;6.3.5.5
Q4WND5	3.6.3.8
P03370	2.7.7.49;3.1.13.2;3.1.26.13;2.7.7.7;3.6.1.23
P09278	3.4.19.12
P0DO55	4.3.1.24
O41965	3.4.19.12
P03469	3.2.1.18
Q15X88	4.1.2.14;4.1.3.16
O47710	1.9.3.1
Q74120	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.47
Q8B8X3	2.7.7.48
Q6DNQ9	2.7.7.48
P12502	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.47;3.4.23.16
A0A7H0DN19	3.6.1.23
O41174	2.7.7.48;3.4.22.28;3.4.22.29;3.6.1.15
Q9JGK8	3.4.21.90
O90368	2.7.7.48;3.1.3.33;3.6.1.15;3.6.4.13
Q90033	2.7.1.21
Q8B0H5	2.1.1.56;2.7.7.48
P27914	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
Q9SAJ2	2.7.11.1
P08763	2.1.1.72
P22573	1.5.1.3
A0A1P7Y0C9	2.5.1.21
A0A0H3AL67	4.3.2.2
Q6QN13	1.97.1.10
Q65191	3.6.4.13
Q5UQW0	3.6.4.13
Q6RZD4	2.7.4.9
P81036	1.15.1.1
Q8QL53	2.7.7.48;3.1.3.33;3.6.1.15;3.6.4.13
Q84177	3.4.22.39
Q8IV63	2.7.11.1
P32277	6.5.1.3
P31614	3.1.1.53
Q6CFT7	3.6.3.14
P12566	3.2.1.18
P16199	3.2.1.18
E6Y5X0	3.5.1.5
C4RJF7	6.3.2.9
Q89536	3.6.4.12
Q8GZD5	2.4.1.207
O57044	2.7.7.48
P28883	3.2.1.18
P21402	2.7.7.7
B8YB56	2.7.7.6
P03706	3.2.1.17
A6WFI5	3.1.1.74
P68297	1.9.3.1
P28275	3.2.2.27
Q9FU53	1.14.11.15
B0Y8W7	2.7.11.24;2.7.11.1
O72157	2.7.7.48
Q6F9B6	1.4.3.16
Q9QBZ5	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
Q66577	2.7.7.48;3.4.22.28;3.4.22.29;3.6.1.15
Q8MIU0	1.14.18.1
P0CK15	3.4.22.45
Q6GZP5	3.1.26.3
Q809V0	3.2.1.18
P10210	3.4.21.97
O57233	2.7.7.6
R9WS04	1.13.11.12
P35975	2.1.1.56;2.7.7.48
Q60928	2.3.2.2;3.4.19.13;3.4.19.14
P31748	2.7.11.1
P0CJ93	3.4.22.45
Q9WLS3	2.7.7.48
Q66849	2.7.7.48;3.4.22.28;3.4.22.29;3.6.1.15
P07606	2.1.1.45
Q576B8	1.9.3.1
P17757	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.47
Q71TL0	2.1.1.72
D3U717	4.2.1.91;4.2.1.51
Q1A267	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
P08773	2.1.2.8
A0A509ASK2	3.1.21.2
P36490	4.1.1.39
P27407	3.4.22.66;2.7.7.48;3.6.1.15
A0A2H5AIY6	4.3.1.24
Q2HRD0	2.7.7.7
P25950	2.1.1.56;2.7.7.50;3.1.3.33
Q9J5A4	2.7.7.6
Q4WHC8	3.6.3.8
W6QJS4	1.11.1.6
P27973	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
Q914M3	3.6.4.13
P35942	2.7.7.48
G3GTP0	6.5.1.1
P22153	3.6.4.12
Q8MMZ7	2.7.11.1
Q64898	2.7.7.49;2.7.7.7;3.1.26.4
P31341	2.7.7.48
Q7F1U0	1.11.1.7
Q9U419	2.3.1.97
Q9WAL8	2.7.7.48
A4ZCW8	2.7.7.48
Q196X4	5.99.1.3
P10533	2.7.11.1
Q05262	1.17.4.2
Q30NP8	3.2.1.18
P09389	2.1.1.37
Q02261	3.6.4.12
P12871	3.4.23.44
P61822	3.1.27.5
Q06VC2	3.6.4.13
Q8MMZ8	2.7.11.1
P03318	2.7.7.48;3.1.3.33;3.6.1.15;3.6.4.13
P18190	1.12.99.6
Q76ZQ8	2.7.7.6
P0C994	2.1.1.56;2.7.7.50;3.1.3.33
P0C760	2.7.7.48
Q8VYX1	2.1.1.103
P07917	2.7.7.7;3.1.26.4
Q5UNV4	2.7.7.23
S5DQS6	2.1.1.104
Q9YRV3	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
P87515	2.7.7.48;3.1.3.33;3.6.1.15;3.6.4.13
P09574	3.2.1.18
Q6LWL8	1.2.99.5
P26455	1.9.3.1
D4AA47	3.6.3.1
Q0MQG1	1.6.5.3;1.6.99.3
Q00097	2.7.11.1
B6YXQ1	6.3.2.36
Q9QAB8	2.7.7.49;2.7.7.7;3.1.26.4
Q9X1L0	5.1.1.7
Q9EVI4	1.1.1.85
O41798	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
Q9Z0D3	3.6.1.3
P49303	2.7.7.48;3.4.22.28;3.4.22.46;3.6.1.15
D4FZ53	2.3.1.57
R4JGL8	4.2.3.114;4.2.3.115
Q6PLS1	2.7.7.48;3.6.4.13
P22649	2.7.1.21
O60673	2.7.7.7
A0A8X8M4W6	2.1.1.95
D3YWQ0	2.7.1.107
P48890	1.9.3.1
Q9WAB1	3.6.4.13
Q6T1F5	2.1.1.68
F1RRW5	3.4.15.1
B0Y4X4	2.7.11.24;2.7.11.1
Q6LY38	1.8.98.1
P78527	2.7.11.1
Q8QVV0	2.7.7.48
O06793	3.1.1.74
O91940	2.1.1.56;2.7.7.48
Q783Y1	3.2.1.18
P11125	3.6.1.15
Q9FQ27	4.2.3.71
O47679	1.9.3.1
A0AUJ5	2.7.7.48;3.4.22.44;3.4.22.45
Q7SH52	6.3.5.5
Q8SQ13	3.1.27.5
Q9YUS3	2.7.7.7;3.1.26.4
Q4F8H9	4.1.3.39
A0A384JLD1	3.2.1.4
Q01207	3.4.22.45
P15316	3.2.1.35
Q6R7C9	2.7.7.7
P22352	1.11.1.9
P25987	2.7.1.21
Q4DUK4	2.3.1.199
Q5UR64	2.3.1.97
Q19QT7	4.4.1.1
F5L9G2	1.4.1.20
P36216	2.1.1.37
A0A1L8HV70	2.7.1.74
Q80TA1	2.7.8.1
Q67480	6.5.1.1
Q70CQ2	3.4.19.12
P04014	3.6.4.12
Q0EF99	1.11.1.9
Q9DUT2	2.7.7.48
Q5UQJ6	2.7.11.1
Q9VZU4	1.6.5.3;1.6.99.3;1.6.99.5
P18522	2.7.7.48
P50667	1.9.3.1
P03177	2.7.1.21
P23426	2.7.7.49;3.1.13.2;3.1.26.13;2.7.7.7;3.6.1.23
V5Y0V0	4.3.1.19
E9PUQ8	2.7.1.107
A6XH06	4.2.3.110
A6K136	3.1.3.16
Q8IL11	3.4.11.1;3.4.11.10
A0A0P0VI36	2.6.1.80;2.6.1.5
A7LAC7	3.4.21.74
P12564	3.2.1.18
Q91FW5	6.5.1.2
Q70EL3	3.4.19.12
A0A6S5ZZ88	2.3.3.10
P0C0W4	2.1.1.248
A0A1W2PQD8	3.1.3.16
O12933	1.15.1.1
P03631	6.5.1.1
Q8LPL3	1.10.3.2
Q809U7	3.2.1.18
J9VNT4	2.4.1.16
P13890	3.4.21.90
A3SR25	2.3.3.15
Q9C0D9	2.7.8.1
Q5C9L7	2.1.1.128
Q9YJU5	2.7.7.48
P18802	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
P68088	1.9.3.1
P05674	3.4.21.90
P06818	3.2.1.18
P50675	1.9.3.1
A0A7R7ZDZ6	1.11.1.6
P03365	3.1.26.4;2.7.7.49;2.7.7.7;3.6.1.23
P27909	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
Q37416	1.9.3.1
Q91CD5	2.7.7.48
P04418	3.1.25.1
Q7D5F9	3.1.1.1
P89657	2.7.7.48;3.6.4.13
P93936	4.1.1.39
P54817	3.4.21.97
P14647	2.7.7.48
Q809L9	2.7.7.48
Q3K9A2	1.5.1.38
Q4WBQ3	2.3.3.10
O92956	2.7.7.49;2.7.7.7;3.1.26.4
B5E7F2	6.1.1.11
Q6IP81	3.3.2.6
B5E5N2	4.2.3.5
Q9WIJ5	3.6.1.3
Q8QLK1	3.4.22.50
P03317	2.7.7.48;3.1.3.33;3.6.1.15;3.6.4.13
C0MHL9	2.7.7.48;3.4.22.28;3.6.1.15
P22154	3.6.4.12
P27582	1.1.1.100
A0A075DVI9	2.2.1.2
P15776	3.1.1.53
D4HRL0	3.2.1.91
B3V0K8	3.4.21.63
P18339	2.7.7.48;3.6.4.13
D9X0I3	4.2.1.3
B2DEV1	2.1.2.1
Q07580	3.2.1.18
I1RXX1	1.1.1.34
Q9HYG7	4.1.2.25
Q80KJ7	2.7.7.48
P68531	1.9.3.1
Q9MVK2	1.6.5.3;1.6.99.5
O47693	1.9.3.1
P0CK31	2.7.7.48
Q8QQ21	2.7.4.9
P31613	3.1.1.53
Q91UL0	3.2.1.18
P04585	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
Q1WNZ7	2.7.7.50
Q03321	2.5.1.19
P9WEW6	3.4.21.63
P52446	2.7.7.49;3.1.13.2;3.1.26.13
B7UHZ4	6.3.2.3
A0A1D8PEL1	2.7.1.36
Q9J942	2.7.7.48;3.6.4.13
P12899	2.7.7.49;2.7.7.7;3.1.26.4
Q9I4N4	2.7.13.3
O47668	1.9.3.1
G4SLH0	2.7.11.1
Q58HT7	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
Q9VEJ0	1.11.1.15
Q9HTF3	2.3.1.189
Q5AV02	2.6.1.42
P11180	2.3.1.12
M1RNJ8	3.2.1.28
Q8JMN0	2.1.1.56;2.7.7.48
P07832	2.7.7.48
E0XKJ9	3.2.1.35
P0DTE8	3.2.1.1
Q32ZD4	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
Q7T6X3	3.6.4.13
Q9TA26	1.9.3.1
Q38RU1	1.9.3.1
P27907	3.2.1.18
P32270	3.6.4.12
P10052	2.7.1.21
P0C6V8	2.7.7.48;3.6.4.12;3.6.4.13
C0LNR0	2.3.1.180
Q8HZJ8	1.1.1.146
Q53AV2	1.6.5.3
Q9Q1T8	2.7.7.48;3.6.4.13
Q3ZPT5	1.14.18.1
P17004	3.1.1.53
W2PEP3	3.2.1.151
Q732H8	2.4.2.9
P23008	2.7.7.48;3.4.22.28;3.4.22.29;3.6.1.15
P89509	2.7.7.48;3.4.22.44;3.4.22.45
P00542	2.7.10.2;2.7.10.1
A0A5N6UNY1	3.2.1.4
D3ZG83	2.7.11.25;2.7.11.1
P06420	3.6.4.12
P20504	2.7.7.6
Q6CP76	2.7.11.1
Q9EMI7	2.3.1.97
Q9JGF2	2.7.7.48
Q76ZP7	2.7.7.6
Q9PTF3	2.7.4.6;2.7.13.3
Q9MYY8	1.8.1.9
Q40372	1.11.1.7
P68530	1.9.3.1
Q9IBI4	2.7.7.49;2.7.7.7;3.1.26.4
P43806	4.2.1.11
Q8I295	1.17.1.2
G3V6U9	2.1.1.43
Q67704	2.7.7.48;3.6.4.13
Q91RA6	2.1.1.56;2.7.7.50
P15024	3.6.4.13
P31870	2.7.7.49;2.7.7.7;3.1.26.4
G5ECP4	2.7.11.1
O70631	3.1.1.1;3.1.1.56;3.1.1.84
P36727	3.6.4.12
Q8VA41	3.6.4.13
Q5MQD1	3.1.1.53
Q4WSZ0	1.1.1.102
Q54Q69	2.7.13.3
I3QBP4	1.14.21.1
Q1KZ59	3.6.4.13;2.7.7.48
P13872	2.7.7.48
P51518	3.6.1.23
A0A3L6E0R4	1.1.3.15
O36371	2.7.1.21
Q9WC63	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
P12577	2.1.1.56;2.7.7.48
O47676	1.9.3.1
P16195	3.2.1.18
P06829	2.1.1.56;2.7.7.48
Q9ICP7	3.6.1.3
Q0R5R2	2.7.7.49;2.7.7.7;3.1.26.4
P0C8K4	2.7.7.6
Q5UQR3	3.4.19.12
P03162	2.7.7.49;2.7.7.7;3.1.26.4
O36363	2.7.7.7;3.1.26.4
P0C8G3	6.3.2.19
A4U6W0	2.7.7.48
Q9J579	2.7.1.74
G4MZV6	3.1.1.74
Q64751	2.7.7.7
Q9I0I2	2.7.13.3
P03772	3.1.3.16
G7JT50	3.5.3.12
A0A0B4FAW4	4.2.1.94
Q9GPE9	3.6.3.14
O64173	1.17.4.1
Q62388	2.7.11.1
Q91FH7	1.8.3.2
P87630	3.6.1.23
P89459	3.4.19.12
P0CK11	3.4.22.45
P0C995	2.1.1.56;2.7.7.50;3.1.3.33
B5E670	3.6.3.14
A0A1C9CX66	1.3.1.3
P0C6X8	3.4.19.12;3.4.22.69;2.7.7.48;3.6.4.12;3.6.4.13
Q7T6X6	2.6.1.16
Q69605	2.7.7.49;2.7.7.7;3.1.26.4
G8EWC8	6.3.3.1;6.3.4.13
P03116	3.6.4.12
O71150	3.4.22.39
Q9E6M6	3.6.1.23
P36480	4.1.1.39
A0A8J1M587	3.6.4.13
Q9WN78	2.7.7.48;3.4.22.28;3.4.22.29;3.6.1.15
B3Y522	5.4.99.37
P0DSU8	2.7.7.6
Q9YW06	3.6.4.13
A0A1D8PIC7	1.3.1.70
A0A1W2PR75	3.1.3.16
C8VJF5	3.1.1.74
Q38S65	1.9.3.1
Q42963	2.1.1.53;2.5.1.16
A0A2C9JXL4	2.4.1.122
P06167	3.2.1.18
P48311	2.7.7.7
P16510	2.7.7.48
D0EAP4	4.1.1.33
Q5UQ24	2.7.11.1
A4K151	2.7.7.48
B7MMH5	2.7.1.100
P24433	3.4.21.97
P17767	2.7.7.48;3.4.22.44;3.4.22.45
B1NKR5	2.1.1.56;2.7.7.50
P48691	4.1.1.39
B0FXM1	3.4.21.74
B6HLU1	6.3.2.26
P03156	2.7.7.49;2.7.7.7;3.1.26.4
G7JFU5	3.5.3.1
O12158	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
S5S833	2.4.1.41
P00581	2.7.7.7
O91744	3.2.1.18
Q2YHF0	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
Q6NKR2	3.1.3.16;3.1.3.48
P33424	2.7.7.48
B8NUK6	1.14.13.70
P24986	1.9.3.1
P0C6T9	3.4.19.12;3.4.22.69;2.7.7.48;3.6.4.12;3.6.4.13
P90211	2.7.7.48;3.6.4.13
O91080	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
Q6XV52	3.2.1.18
A7MAQ2	4.2.1.1
P10358	2.7.7.48;3.6.4.13
Q75N34	4.2.1.1
Q54ER4	2.7.11.1
O51291	2.7.1.23
P18555	2.7.1.21
P27395	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
O86186	1.21.4.3
O70736	2.7.7.7;3.1.26.4
Q80873	2.7.7.48
Q8V437	3.1.1.53
Q4W9R0	2.7.8.7
Q80LP4	3.4.22.50
Q01299	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
P0DUM7	4.2.1.28
P20128	2.7.7.48;3.6.4.13
Q5UP57	1.14.11.2
P51101	4.1.1.39
P11826	3.4.22.39
Q37685	1.9.3.1
P03111	3.6.4.12
Q9SB48	1.6.2.4
Q86119	2.7.7.48;3.4.22.66;3.6.1.15
P24757	2.7.7.6
A2AAJ9	2.7.11.1
Q4U3V0	2.7.7.7
P0C8G8	1.8.3.2
I3R584	6.3.1.2
J9VF17	2.4.1.16
Q6ZQ93	3.4.19.12
I1RMG9	1.10.3.2
A0A0A2JWD0	2.5.1.34
P0DTA4	6.4.1.3
Q9Z1Y9	1.97.1.10
Q8CIE4	2.4.2.30
Q0E592	3.6.4.13
Q7TDB4	2.1.1.56;2.7.7.50
Q86500	2.7.7.48;3.6.1.15;3.6.4.13
Q00277	1.11.1.9
P0C8I0	1.17.4.1
Q8V2N1	2.7.7.6
A2T3S0	2.7.7.48
P98037	1.9.3.1
O25595	5.1.1.1
G5EFR6	3.6.3.8
P50808	3.6.4.12
A4KX71	3.6.4.13
P24829	3.6.4.12
Q91BH1	3.4.22.50
P68317	2.7.7.6
P31795	3.1.26.4;2.7.7.49;2.7.7.7
O93058	2.7.7.48;3.6.4.13
Q0PKV7	2.7.12.2
A7J3A0	2.1.1.56;2.7.7.50
A0A0S2UWT1	2.1.1.104
P26118	2.7.7.48
B5E552	3.6.3.14
Q9IQ46	2.7.7.48
Q802F0	3.4.21.74
P09963	3.2.1.17
P31118	2.1.1.72
Q8V9T7	2.5.1.29;2.5.1.1;2.5.1.10
P00541	2.7.10.2;2.7.11.1;2.7.10.1
Q9EVG3	1.1.1.85
O56655	2.7.7.49;2.7.7.7;3.1.26.4
Q18LE3	3.4.21.97
Q9ZUH4	4.2.3.105;4.2.3.106;4.2.3.15
B2GV72	1.1.1.184;1.1.1.189;1.1.1.197
P22678	2.7.7.48
